,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
10,1421843157138870283,1421843157138870283,2021-08-01 20:09:59 India Standard Time,2021-08-01,20:09:59,530,1112965309663653890,chellam73628887,soundirarajan,,Lovers life   Coronavirus death  https://t.co/GgVkOrGhOF,en,[],[],['https://pbs.twimg.com/media/E7tm0HBVgAEPd1O.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1421843157138870283,False,,1,https://pbs.twimg.com/media/E7tm0HBVgAEPd1O.jpg,India,,,,,,[],,,,
11,1421843040478515210,1421843040478515210,2021-08-01 20:09:32 India Standard Time,2021-08-01,20:09:32,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus  https://t.co/04WbjsiLNq,lt,[],[],['https://pbs.twimg.com/media/E7tmtXmVEAQB332.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1421843040478515210,False,,1,https://pbs.twimg.com/media/E7tmtXmVEAQB332.jpg,India,,,,,,[],,,,
12,1421842978788634631,1421842978788634631,2021-08-01 20:09:17 India Standard Time,2021-08-01,20:09:17,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus youth and old people coronavirus death  https://t.co/a5Dsx5zma7,en,[],[],"['https://pbs.twimg.com/media/E7tmgkhUUAQnO9o.jpg', 'https://pbs.twimg.com/media/E7tmgx3UUAAl6f_.jpg', 'https://pbs.twimg.com/media/E7tmlwUVcAA9Trd.jpg', 'https://pbs.twimg.com/media/E7tmnF1UUAIMEHf.jpg']",0,0,0,[],[],https://twitter.com/chellam73628887/status/1421842978788634631,False,,1,https://pbs.twimg.com/media/E7tmgkhUUAQnO9o.jpg,India,,,,,,[],,,,
13,1421842968344891398,1421842968344891398,2021-08-01 20:09:14 India Standard Time,2021-08-01,20:09:14,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus  https://t.co/HCGmEMAjQJ,lt,[],[],['https://pbs.twimg.com/media/E7tmpKaVUAkTmdZ.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1421842968344891398,False,,1,https://pbs.twimg.com/media/E7tmpKaVUAkTmdZ.jpg,India,,,,,,[],,,,
14,1421842758071775242,1421842758071775242,2021-08-01 20:08:24 India Standard Time,2021-08-01,20:08:24,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus youth and old people coronavirus death  https://t.co/jYhn6DwPZq,en,[],[],"['https://pbs.twimg.com/media/E7tmcCbUUAAqtfy.jpg', 'https://pbs.twimg.com/media/E7tmcbwVIAswxCM.jpg', 'https://pbs.twimg.com/media/E7tmcqKVEAkSSK6.jpg', 'https://pbs.twimg.com/media/E7tmc-hVkAIuBl7.jpg']",0,0,0,[],[],https://twitter.com/chellam73628887/status/1421842758071775242,False,,1,https://pbs.twimg.com/media/E7tmcCbUUAAqtfy.jpg,India,,,,,,[],,,,
15,1421841184658386951,1421841184658386951,2021-08-01 20:02:09 India Standard Time,2021-08-01,20:02:09,530,1334147902805995520,watashinimaru8,Jaymts,,"🦠even after this outbreak of the Corona virus, I'm about to keep continuing, to wear facial mask😷to prevent any diseases, those have been hidden.🦠",en,[],[],[],0,1,4,[],[],https://twitter.com/watashinimaru8/status/1421841184658386951,False,,0,,India,,,,,,[],,,,
16,1421840869133410305,1421840869133410305,2021-08-01 20:00:54 India Standard Time,2021-08-01,20:00:54,530,877548535784259584,aravind_oficial,𝐀𝐑𝐀𝐕𝐈𝐍𝐓𝐇𝐀𝐍-𝐎𝐅𝐅𝐈𝐂𝐈𝐀𝐋 🇱🇰,,𝒢ℴℴ𝒹 𝒩𝒾ℊ𝒽𝓉 🌃🌉 ℱ𝓇𝒾ℯ𝓃𝒹'𝓈 ..  𝑯𝒂𝒊 𝒇𝒓𝒊𝒆𝒏𝒅𝒔  𝑯𝒐𝒘 𝑰𝒔 𝑻𝒉𝒊𝒔 ...... 𝑪𝒍𝒊𝒄𝒌 𝑫𝒂𝒕𝒆 01/08/2021 #mobilephotography  #btphotography #pics #art #pictures   #ARAVINTHAN_OFFICIAL #NaturePhotography #SriLanka  #coronavirus #MaskUp #KOVID19  https://t.co/PDPFioseIx,en,[],[],"['https://pbs.twimg.com/media/E7tkBeRVgAIOfX6.jpg', 'https://pbs.twimg.com/media/E7tkW75VkAIISlf.jpg']",0,0,25,"['mobilephotography', 'btphotography', 'pics', 'art', 'pictures', 'aravinthan_official', 'naturephotography', 'srilanka', 'coronavirus', 'maskup', 'kovid19']",[],https://twitter.com/Aravind_oficial/status/1421840869133410305,False,,1,https://pbs.twimg.com/media/E7tkBeRVgAIOfX6.jpg,India,,,,,,[],,,,
17,1421837914149842946,1421837914149842946,2021-08-01 19:49:09 India Standard Time,2021-08-01,19:49:09,530,1370407187835621379,william67335893,William Strang,,Market Thailand @William67335893   https://t.co/ADpVdYwhNT #Thailand #ThailandNews #Thai #streetphotography #streetphoto #Bangkok #Covid_19 #CovidIsNotOver #COVID #COVIDー19 #Corona #coronavirus #pandemic #pandemiclife #DeltaVariant #SocialDistance #StaySafe #StayHealthy #lockdown,en,"[{'screen_name': 'william67335893', 'name': 'william strang', 'id': '1370407187835621379'}]",['https://www.picfair.com/pics/013190850-thai-street-food-market-thailand-asia'],[],0,0,0,"['thailand', 'thailandnews', 'thai', 'streetphotography', 'streetphoto', 'bangkok', 'covid_19', 'covidisnotover', 'covid', 'covidー19', 'corona', 'coronavirus', 'pandemic', 'pandemiclife', 'deltavariant', 'socialdistance', 'staysafe', 'stayhealthy', 'lockdown']",[],https://twitter.com/William67335893/status/1421837914149842946,False,,0,,India,,,,,,[],,,,
18,1421837081442021390,1421837081442021390,2021-08-01 19:45:51 India Standard Time,2021-08-01,19:45:51,530,1406480368530644994,girdharis100,GIRDHARI SINGH RAO,,"पत्रकारों का मरना क्या भाजपा सरकार के लिये उत्सव है? coronavirus से #UP में जिन #पत्रकारों ने अपनी जान गंवाई है, #योगी_सरकार ने उनके परिजनों को 10-10 लाख रुपए मुआवजे के  ऐसे दिए की जैसे कोई अवार्ड दिया हो.धूम धड़ाके से,बड़े बड़े सर्टिफिकेट दिये गये @PriyaJoshi_PJ  https://t.co/F2gsnbibqT",hi,"[{'screen_name': 'priyajoshi_pj', 'name': 'priya joshi', 'id': '1081494374943506432'}]",[],['https://pbs.twimg.com/media/E7thRt3VIAkF7Mt.jpg'],0,5,21,"['up', 'पत्रकारों', 'योगी_सरकार']",[],https://twitter.com/Girdharis100/status/1421837081442021390,False,,1,https://pbs.twimg.com/media/E7thRt3VIAkF7Mt.jpg,India,,,,,,[],,,,
19,1422283831487381505,1422283831487381505,2021-08-03 01:21:04 India Standard Time,2021-08-03,01:21:04,530,1260359015592230917,abdualwaly77,ابو راكان,,#CoronaClimateWarCalamity  #Tokyo2020 se intensificarán las calamidades de la guerra del Coronavirus y la guerra climática. El-ImamAl-Mahdi Nasser Mohammed El-Yamani 21-Ramadan- 1442 DH 03/05/2021 12:35p.m.  https://t.co/yg9xsiNPHT 75 U..ــ..VyJI|,es,[],['https://www.mahdialumma.org/showthread.php?p=348403'],[],0,5,7,"['coronaclimatewarcalamity', 'tokyo2020']",[],https://twitter.com/abdualwaly77/status/1422283831487381505,False,,0,,India,,,,,,[],,,,
20,1422263114204999682,1422263114204999682,2021-08-02 23:58:45 India Standard Time,2021-08-02,23:58:45,530,912644950210125825,saibal_ch_dutta,CS SAIBAL CHANDRA DUTTA,,#FactCheck @SenselessWorld_ @TibetPeople @RuDauntless @DrLiMengYAN1 @The_Japan_News @EU_Commission @UN @UNICEF @UNESCO @WHO @Kieran_drake @ErikSolheim @ambtstirumurti @sandiplomat @SecySanjay @DrTomFrieden @mvankerkhove @DrTedros @COVIDNewsByMIB #COVID19 #Covid_19 #coronavirus 🙏🏻,und,"[{'screen_name': 'senselessworld_', 'name': 'hiro-fascist leftists™️are the cancer of the world', 'id': '1182980391491133442'}, {'screen_name': 'tibetpeople', 'name': 'tibet people', 'id': '946698502171750401'}, {'screen_name': 'rudauntless', 'name': 'intrepid', 'id': '1033377608'}, {'screen_name': 'drlimengyan1', 'name': 'dr. li-meng yan', 'id': '1313128625680592896'}, {'screen_name': 'the_japan_news', 'name': 'the japan news', 'id': '147463326'}, {'screen_name': 'eu_commission', 'name': 'european commission 🇪🇺', 'id': '157981564'}, {'screen_name': 'un', 'name': 'united nations', 'id': '14159148'}, {'screen_name': 'unicef', 'name': 'unicef', 'id': '33933259'}, {'screen_name': 'unesco', 'name': 'unesco 🏛️ #education #sciences #culture 🇺🇳😷', 'id': '20646711'}, {'screen_name': 'who', 'name': 'world health organization (who)', 'id': '14499829'}, {'screen_name': 'kieran_drake', 'name': 'kieran drake', 'id': '1708517689'}, {'screen_name': 'eriksolheim', 'name': 'erik solheim', 'id': '48702842'}, {'screen_name': 'ambtstirumurti', 'name': 'pr/amb t s tirumurti', 'id': '969531174468059137'}, {'screen_name': 'sandiplomat', 'name': 'sandeep chakravorty', 'id': '3561025157'}, {'screen_name': 'secysanjay', 'name': 'sanjay bhattacharyya', 'id': '3288027513'}, {'screen_name': 'drtomfrieden', 'name': 'dr. tom frieden', 'id': '820452522494226433'}, {'screen_name': 'mvankerkhove', 'name': 'maria van kerkhove', 'id': '2178775035'}, {'screen_name': 'drtedros', 'name': 'tedros adhanom ghebreyesus', 'id': '189868631'}, {'screen_name': 'covidnewsbymib', 'name': '#indiafightscorona', 'id': '1244892413262311425'}]",[],[],0,0,2,"['factcheck', 'covid19', 'covid_19', 'coronavirus']",[],https://twitter.com/Saibal_Ch_Dutta/status/1422263114204999682,False,https://twitter.com/IamNaveenKapoor/status/1422186500746223620,0,,India,,,,,,[],,,,
21,1422235055494111236,1422235055494111236,2021-08-02 22:07:15 India Standard Time,2021-08-02,22:07:15,530,50338130,dhavalkulkarni,Dhaval Kulkarni (धवल कुलकर्णी) 🇮🇳,,"BMC eases #lockdown restrictions in #Mumbai, allows all shops to stay open till 10: 00 pm, dining in restaurants allowed till 4:00 pm. All indoor &amp; outdoor games allowed, except swimming pool &amp; other games where social distancing not possible. #COVID19 #Corona #Covid #coronavirus  https://t.co/UqJe0tIkNb",en,[],[],"['https://pbs.twimg.com/media/E7zLPZoVcAM7mm3.jpg', 'https://pbs.twimg.com/media/E7zLPpbUUAMrDuP.jpg']",0,3,10,"['lockdown', 'mumbai', 'covid19', 'corona', 'covid', 'coronavirus']",[],https://twitter.com/dhavalkulkarni/status/1422235055494111236,False,,1,https://pbs.twimg.com/media/E7zLPZoVcAM7mm3.jpg,India,,,,,,[],,,,
22,1422222972723544066,1422222972723544066,2021-08-02 21:19:14 India Standard Time,2021-08-02,21:19:14,530,3236834652,dewana_of_nabee,Dewana Nabeel Shaukat,"{'type': 'Point', 'coordinates': [31.5497, 74.3436]}","2nd dose of #modernavaccine  #nabeelshaukatali #ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ #moderna #covid_19 #coronavirus #fᴜʟʟʏvᴀᴄᴄɪɴᴀᴛᴇᴅ @ Lahore, Pakistan  https://t.co/nI6NQpy6mp",tl,[],['https://www.instagram.com/p/CSE9_PpDMb2/?utm_medium=twitter'],[],0,0,0,"['modernavaccine', 'nabeelshaukatali', 'ɢᴇᴛᴠᴀᴄᴄɪɴᴀᴛᴇᴅ', 'moderna', 'covid_19', 'coronavirus', 'fᴜʟʟʏvᴀᴄᴄɪɴᴀᴛᴇᴅ']",[],https://twitter.com/Dewana_of_Nabee/status/1422222972723544066,False,,0,,India,,,,,,[],,,,
23,1422218048547672068,1422218048547672068,2021-08-02 20:59:40 India Standard Time,2021-08-02,20:59:40,530,1389152822692782080,humancaresocie1,Human Care India,,#ngo #charity #nonprofit #education #donate #covid #volunteer #india #love #help #children #support #community #change #fundraising #donation #socialgood #socialwork  #volunteering #hope #instagood #humanity #philanthropy #humancare  #coronavirus  https://t.co/LtFMl8rFeN,und,[],[],['https://pbs.twimg.com/media/E7y7xVAVkAEly5E.jpg'],0,0,0,"['ngo', 'charity', 'nonprofit', 'education', 'donate', 'covid', 'volunteer', 'india', 'love', 'help', 'children', 'support', 'community', 'change', 'fundraising', 'donation', 'socialgood', 'socialwork', 'volunteering', 'hope', 'instagood', 'humanity', 'philanthropy', 'humancare', 'coronavirus']",[],https://twitter.com/HumanCareSocie1/status/1422218048547672068,False,,1,https://pbs.twimg.com/media/E7y7xVAVkAEly5E.jpg,India,,,,,,[],,,,
24,1422217900312600578,1422217900312600578,2021-08-02 20:59:05 India Standard Time,2021-08-02,20:59:05,530,1389152822692782080,humancaresocie1,Human Care India,,#ngo #charity #nonprofit #education #donate #covid #volunteer #india #love #help #children #support #community #change #fundraising #donation #socialgood #socialwork  #volunteering #hope #instagood #humanity #philanthropy #humancare  #coronavirus  https://t.co/jsRNxIjTt2,und,[],[],['https://pbs.twimg.com/media/E7y7o3jVgAULRLj.jpg'],0,1,0,"['ngo', 'charity', 'nonprofit', 'education', 'donate', 'covid', 'volunteer', 'india', 'love', 'help', 'children', 'support', 'community', 'change', 'fundraising', 'donation', 'socialgood', 'socialwork', 'volunteering', 'hope', 'instagood', 'humanity', 'philanthropy', 'humancare', 'coronavirus']",[],https://twitter.com/HumanCareSocie1/status/1422217900312600578,False,,1,https://pbs.twimg.com/media/E7y7o3jVgAULRLj.jpg,India,,,,,,[],,,,
25,1422211798447493126,1422211798447493126,2021-08-02 20:34:50 India Standard Time,2021-08-02,20:34:50,530,183528943,abvpbanga,ABVP Paschimbanga,,অন্যান্য রাজ্যে স্কুল খুললেও পশ্চিমবঙ্গে নয় কেন সোচ্চার ABVP_এর ছাত্র সংগঠন...।  #Hariyana #CoronaVirus #Punjab #TDNBangla  https://t.co/bsfx47SQPu,bn,[],['https://bangla.tdnworld.com/although-schools-have-been-opened-in-other-states-why-not-in-west-bengal/'],[],0,6,19,"['hariyana', 'coronavirus', 'punjab', 'tdnbangla']",[],https://twitter.com/ABVPBanga/status/1422211798447493126,False,,0,,India,,,,,,[],,,,
26,1422209104487981059,1422209104487981059,2021-08-02 20:24:08 India Standard Time,2021-08-02,20:24:08,530,727795274546974720,parakh_jinendra,Jinendra Parakh,,I have taken the #youngwarriorpledge to defeat #coronavirus.I will recommend everyone to join this movement and help our country to combat #COVID19. @BandiSam   @abhisheksinghDP  @harsh_dubey4  @chandanrai87 @amandeep14 @namrata_v9  https://t.co/w2Ysqhnog3,en,"[{'screen_name': 'bandisam', 'name': 'sam bandi / సామ్ బండి 🇮🇳', 'id': '763520671'}, {'screen_name': 'abhisheksinghdp', 'name': 'abhishek singh \uf8ff', 'id': '103646680'}, {'screen_name': 'harsh_dubey4', 'name': 'harsh s dubey', 'id': '1309856210003263488'}, {'screen_name': 'chandanrai87', 'name': 'chandan kumar', 'id': '2547558318'}, {'screen_name': 'amandeep14', 'name': 'amandeep singh 💙', 'id': '65591465'}, {'screen_name': 'namrata_v9', 'name': 'namrata verma', 'id': '919992363962875904'}]",[],['https://pbs.twimg.com/media/E7yzo9HVgAUCm-c.jpg'],1,3,24,"['youngwarriorpledge', 'coronavirus', 'covid19']",[],https://twitter.com/parakh_jinendra/status/1422209104487981059,False,,1,https://pbs.twimg.com/media/E7yzo9HVgAUCm-c.jpg,India,,,,,,[],,,,
27,1422205986236817419,1422205986236817419,2021-08-02 20:11:45 India Standard Time,2021-08-02,20:11:45,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus marriages home marriage small group marriages and low budget cost marriage  https://t.co/JobZwbIHi9,en,[],[],"['https://pbs.twimg.com/media/E7ywxyIUUAMMBX3.jpg', 'https://pbs.twimg.com/media/E7ywyFjUYAgPjgq.jpg', 'https://pbs.twimg.com/media/E7ywyOzUUAEgTj0.jpg', 'https://pbs.twimg.com/media/E7ywzRDUYAAR0T2.jpg']",0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205986236817419,False,,1,https://pbs.twimg.com/media/E7ywxyIUUAMMBX3.jpg,India,,,,,,[],,,,
28,1422205915629965314,1422205915629965314,2021-08-02 20:11:28 India Standard Time,2021-08-02,20:11:28,530,1204506867419906048,officerajeev,Office Rajeev Kumar,,इस #coronavirus ने सबको एक बात तो sikhadi कि कौन अपना है कौन नहीं है ? जो अपने थे उन्होंने साथ नहीं दिया गैरों ने साथ दिया। जो समय पर साथ दे वही अपना है 👏  @SanjuDKumar @rabetdowney @RajeevKrSharma9 @sdube789 @yourfriendRS @DEVANGMGOHIL1   #RajeevKrSharma,hi,"[{'screen_name': 'rabetdowney', 'name': 'dr udit raj (स्तण खाता)🐿', 'id': '547547234'}, {'screen_name': 'rajeevkrsharma9', 'name': 'rajeevkrsharma', 'id': '1193586804600885248'}, {'screen_name': 'sdube789', 'name': 'संजय दुबे चमचों/ चमची का सगा जीजा💣', 'id': '2552914736'}, {'screen_name': 'yourfriendrs', 'name': 'rs (देव बाबू)', 'id': '140313821'}, {'screen_name': 'devangmgohil1', 'name': 'devang m gohil', 'id': '1303753023018000384'}]",[],[],1,1,3,"['coronavirus', 'rajeevkrsharma']",[],https://twitter.com/OfficeRajeev/status/1422205915629965314,False,,0,,India,,,,,,[],,,,
29,1422205400141623298,1422205400141623298,2021-08-02 20:09:25 India Standard Time,2021-08-02,20:09:25,530,1112965309663653890,chellam73628887,soundirarajan,,Lovers life   Coronavirus death  https://t.co/zlC4GQowWK,en,[],[],['https://pbs.twimg.com/media/E7ywRfXUYAE9J4C.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205400141623298,False,,1,https://pbs.twimg.com/media/E7ywRfXUYAE9J4C.jpg,India,,,,,,[],,,,
30,1422205288300511233,1422205288300511233,2021-08-02 20:08:58 India Standard Time,2021-08-02,20:08:58,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus  https://t.co/bPX2pKbap7,lt,[],[],['https://pbs.twimg.com/media/E7ywLBFVEAE1euQ.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205288300511233,False,,1,https://pbs.twimg.com/media/E7ywLBFVEAE1euQ.jpg,India,,,,,,[],,,,
31,1422205278842327041,1422205278842327041,2021-08-02 20:08:56 India Standard Time,2021-08-02,20:08:56,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus youth and old people coronavirus death  https://t.co/Qav0oL146x,en,[],[],"['https://pbs.twimg.com/media/E7ywENiVkAokyQq.jpg', 'https://pbs.twimg.com/media/E7ywEa2UcAgpBk0.jpg', 'https://pbs.twimg.com/media/E7ywGbTVUAQrJLK.jpg', 'https://pbs.twimg.com/media/E7ywHG7UYAEFI-i.jpg']",0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205278842327041,False,,1,https://pbs.twimg.com/media/E7ywENiVkAokyQq.jpg,India,,,,,,[],,,,
32,1422205240737099776,1422205240737099776,2021-08-02 20:08:47 India Standard Time,2021-08-02,20:08:47,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus  https://t.co/l4jDmPY2u5,lt,[],[],['https://pbs.twimg.com/media/E7ywIElVgAEa_EK.jpg'],0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205240737099776,False,,1,https://pbs.twimg.com/media/E7ywIElVgAEa_EK.jpg,India,,,,,,[],,,,
33,1422205101700108288,1422205101700108288,2021-08-02 20:08:14 India Standard Time,2021-08-02,20:08:14,530,1112965309663653890,chellam73628887,soundirarajan,,Coronavirus youth and old people coronavirus death  https://t.co/ppDVWQHKxC,en,[],[],"['https://pbs.twimg.com/media/E7yv-_DVkAAJ7va.jpg', 'https://pbs.twimg.com/media/E7yv_Y2UUAMgrEa.jpg', 'https://pbs.twimg.com/media/E7yv_uHUcAAxrgk.jpg', 'https://pbs.twimg.com/media/E7ywAHBVEAQT-cx.jpg']",0,0,0,[],[],https://twitter.com/chellam73628887/status/1422205101700108288,False,,1,https://pbs.twimg.com/media/E7yv-_DVkAAJ7va.jpg,India,,,,,,[],,,,
34,1422202884830031880,1422202884830031880,2021-08-02 19:59:25 India Standard Time,2021-08-02,19:59:25,530,2764564831,uthayakumar05,uthayakumar,,#COVID19 #coronavirus #pandemic  https://t.co/gyRG4OfN6T,und,[],[],['https://pbs.twimg.com/media/E7yt_I7VIAYto0T.jpg'],0,0,0,"['covid19', 'coronavirus', 'pandemic']",[],https://twitter.com/uthayakumar05/status/1422202884830031880,False,,1,https://pbs.twimg.com/media/E7yt_I7VIAYto0T.jpg,India,,,,,,[],,,,
35,1422199424332099588,1422199424332099588,2021-08-02 19:45:40 India Standard Time,2021-08-02,19:45:40,530,1402286455985111051,chhun23741810,Chhun,,"China has succeeded in the fight against the pandemic so why not consider implementing similar measures that Beijing has already enacted. The ""consider the China Model"" might be a better approach than the ""blame China"" in future efforts to tackle the Coronavirus.  https://t.co/leCrrY2dmw",en,[],[],['https://pbs.twimg.com/media/E7yq1rgVgAAtR6I.jpg'],0,0,1,[],[],https://twitter.com/Chhun23741810/status/1422199424332099588,False,,1,https://pbs.twimg.com/media/E7yq1rgVgAAtR6I.jpg,India,,,,,,[],,,,
36,1422198725779152896,1422189305200533508,2021-08-02 19:42:54 India Standard Time,2021-08-02,19:42:54,530,1402286455985111051,chhun23741810,Chhun,,"@POTUS China has succeeded in the fight against the pandemic so why not consider implementing similar measures that Beijing has already enacted. The ""consider the China Model"" might be a better approach than the ""blame China"" in future efforts to tackle the Coronavirus.",en,[],[],[],0,0,0,[],[],https://twitter.com/Chhun23741810/status/1422198725779152896,False,,0,,India,,,,,,"[{'screen_name': 'POTUS', 'name': 'President Biden', 'id': '1349149096909668363'}]",,,,
